[2024-11-05 09:21:13,867][save_lidar.py:158][INFO][save tobin/2024-11-05_092113/0001.bin]
[2024-11-05 09:21:14,869][save_lidar.py:158][INFO][save tobin/2024-11-05_092113/0002.bin]
[2024-11-05 09:21:15,871][save_lidar.py:158][INFO][save tobin/2024-11-05_092113/0003.bin]
[2024-11-05 09:21:16,872][save_lidar.py:158][INFO][save tobin/2024-11-05_092113/0004.bin]
[2024-11-05 09:21:17,874][save_lidar.py:158][INFO][save tobin/2024-11-05_092113/0005.bin]
[2024-11-05 09:21:18,875][save_lidar.py:158][INFO][save tobin/2024-11-05_092113/0006.bin]
[2024-11-05 09:21:19,877][save_lidar.py:158][INFO][save tobin/2024-11-05_092113/0007.bin]
[2024-11-05 09:21:20,881][save_lidar.py:158][INFO][save tobin/2024-11-05_092113/0008.bin]
[2024-11-05 09:21:21,883][save_lidar.py:158][INFO][save tobin/2024-11-05_092113/0009.bin]
[2024-11-05 09:21:22,884][save_lidar.py:158][INFO][save tobin/2024-11-05_092113/0010.bin]
[2024-11-05 09:22:03,679][save_lidar.py:129][INFO][bin/2024-11-05_092113/2024-11-05_0922/i00000000_1730809273.878118.csv]
[2024-11-05 09:22:03,684][save_lidar.py:129][INFO][bin/2024-11-05_092113/2024-11-05_0922/i00000001_1730809273.868845.csv]
[2024-11-05 09:22:03,687][save_lidar.py:129][INFO][bin/2024-11-05_092113/2024-11-05_0922/i00000002_1730809273.871746.csv]
[2024-11-05 09:22:03,688][save_lidar.py:129][INFO][bin/2024-11-05_092113/2024-11-05_0922/i00000003_1730809273.872907.csv]
[2024-11-05 09:25:32,202][save_lidar.py:129][INFO][bin/2024-11-05_092113/2024-11-05_0925/i00000000_1730809273.878118.csv]
[2024-11-05 09:25:32,206][save_lidar.py:129][INFO][bin/2024-11-05_092113/2024-11-05_0925/i00000001_1730809273.868845.csv]
[2024-11-05 09:25:32,208][save_lidar.py:129][INFO][bin/2024-11-05_092113/2024-11-05_0925/i00000002_1730809273.871746.csv]
[2024-11-05 09:25:32,208][save_lidar.py:129][INFO][bin/2024-11-05_092113/2024-11-05_0925/i00000003_1730809273.872907.csv]
[2024-11-05 09:27:26,696][save_lidar.py:158][INFO][save tobin/2024-11-05_092726/0001.bin]
[2024-11-05 09:27:27,697][save_lidar.py:158][INFO][save tobin/2024-11-05_092726/0002.bin]
[2024-11-05 09:27:28,699][save_lidar.py:158][INFO][save tobin/2024-11-05_092726/0003.bin]
[2024-11-05 09:27:29,701][save_lidar.py:158][INFO][save tobin/2024-11-05_092726/0004.bin]
[2024-11-05 09:27:30,703][save_lidar.py:158][INFO][save tobin/2024-11-05_092726/0005.bin]
[2024-11-05 09:27:31,704][save_lidar.py:158][INFO][save tobin/2024-11-05_092726/0006.bin]
[2024-11-05 09:27:32,726][save_lidar.py:158][INFO][save tobin/2024-11-05_092726/0007.bin]
[2024-11-05 09:27:33,728][save_lidar.py:158][INFO][save tobin/2024-11-05_092726/0008.bin]
[2024-11-05 09:27:34,729][save_lidar.py:158][INFO][save tobin/2024-11-05_092726/0009.bin]
[2024-11-05 09:27:35,731][save_lidar.py:158][INFO][save tobin/2024-11-05_092726/0010.bin]
[2024-11-05 09:27:47,539][save_lidar.py:129][INFO][bin/2024-11-05_092726/2024-11-05_0927/i00000000_1730809646.706670.csv]
[2024-11-05 09:27:47,543][save_lidar.py:129][INFO][bin/2024-11-05_092726/2024-11-05_0927/i00000001_1730809646.705316.csv]
[2024-11-05 09:27:47,549][save_lidar.py:129][INFO][bin/2024-11-05_092726/2024-11-05_0927/i00000002_1730809646.700014.csv]
[2024-11-05 09:27:47,552][save_lidar.py:129][INFO][bin/2024-11-05_092726/2024-11-05_0927/i00000003_1730809646.701317.csv]
[2024-11-05 09:36:31,798][save_lidar.py:158][INFO][save tobin/2024-11-05_093631/0001.bin]
[2024-11-05 09:36:32,800][save_lidar.py:158][INFO][save tobin/2024-11-05_093631/0002.bin]
[2024-11-05 09:36:33,801][save_lidar.py:158][INFO][save tobin/2024-11-05_093631/0003.bin]
[2024-11-05 09:36:34,803][save_lidar.py:158][INFO][save tobin/2024-11-05_093631/0004.bin]
[2024-11-05 09:36:35,804][save_lidar.py:158][INFO][save tobin/2024-11-05_093631/0005.bin]
[2024-11-05 09:36:36,805][save_lidar.py:158][INFO][save tobin/2024-11-05_093631/0006.bin]
[2024-11-05 09:36:37,827][save_lidar.py:158][INFO][save tobin/2024-11-05_093631/0007.bin]
[2024-11-05 09:36:38,828][save_lidar.py:158][INFO][save tobin/2024-11-05_093631/0008.bin]
[2024-11-05 09:36:39,830][save_lidar.py:158][INFO][save tobin/2024-11-05_093631/0009.bin]
[2024-11-05 09:36:40,831][save_lidar.py:158][INFO][save tobin/2024-11-05_093631/0010.bin]
[2024-11-05 09:38:44,787][save_lidar.py:158][INFO][save tobin/2024-11-05_093844/0001.bin]
[2024-11-05 09:38:45,788][save_lidar.py:158][INFO][save tobin/2024-11-05_093844/0002.bin]
[2024-11-05 09:38:46,791][save_lidar.py:158][INFO][save tobin/2024-11-05_093844/0003.bin]
[2024-11-05 09:38:47,793][save_lidar.py:158][INFO][save tobin/2024-11-05_093844/0004.bin]
[2024-11-05 09:38:48,795][save_lidar.py:158][INFO][save tobin/2024-11-05_093844/0005.bin]
[2024-11-05 09:38:49,797][save_lidar.py:158][INFO][save tobin/2024-11-05_093844/0006.bin]
[2024-11-05 09:38:50,819][save_lidar.py:158][INFO][save tobin/2024-11-05_093844/0007.bin]
[2024-11-05 09:38:51,820][save_lidar.py:158][INFO][save tobin/2024-11-05_093844/0008.bin]
[2024-11-05 09:38:52,822][save_lidar.py:158][INFO][save tobin/2024-11-05_093844/0009.bin]
[2024-11-05 09:38:53,824][save_lidar.py:158][INFO][save tobin/2024-11-05_093844/0010.bin]
[2024-11-05 09:40:42,010][save_lidar.py:158][INFO][save tobin/2024-11-05_094042/0001.bin]
[2024-11-05 09:40:43,011][save_lidar.py:158][INFO][save tobin/2024-11-05_094042/0002.bin]
[2024-11-05 09:40:44,016][save_lidar.py:158][INFO][save tobin/2024-11-05_094042/0003.bin]
[2024-11-05 09:40:45,018][save_lidar.py:158][INFO][save tobin/2024-11-05_094042/0004.bin]
[2024-11-05 09:40:46,019][save_lidar.py:158][INFO][save tobin/2024-11-05_094042/0005.bin]
[2024-11-05 09:40:52,622][save_lidar.py:129][INFO][bin/2024-11-05_094042/2024-11-05_0940/i00000000_1730810442.014322.csv]
[2024-11-05 09:49:49,170][save_lidar.py:158][INFO][save tobin/2024-11-05_094949/0001.bin]
[2024-11-05 09:49:50,171][save_lidar.py:158][INFO][save tobin/2024-11-05_094949/0002.bin]
[2024-11-05 09:49:51,172][save_lidar.py:158][INFO][save tobin/2024-11-05_094949/0003.bin]
[2024-11-05 09:49:52,174][save_lidar.py:158][INFO][save tobin/2024-11-05_094949/0004.bin]
[2024-11-05 09:49:53,176][save_lidar.py:158][INFO][save tobin/2024-11-05_094949/0005.bin]
[2024-11-05 09:50:18,838][save_lidar.py:129][INFO][bin/2024-11-05_094949/2024-11-05_0950/i00000000_1730810989.175472.csv]
[2024-11-05 09:52:22,564][save_lidar.py:129][INFO][bin/2024-11-05_094949/2024-11-05_0952/i00000000_1730810989.175472.csv]
[2024-11-05 10:08:59,556][save_lidar.py:159][INFO][save tobin/2024-11-05_100859/0001.bin]
[2024-11-05 10:09:00,557][save_lidar.py:159][INFO][save tobin/2024-11-05_100859/0002.bin]
[2024-11-05 10:09:01,559][save_lidar.py:159][INFO][save tobin/2024-11-05_100859/0003.bin]
[2024-11-05 10:20:25,286][save_lidar.py:158][INFO][save tobin/2024-11-05_102025/0001.bin]
[2024-11-05 10:25:44,207][save_lidar.py:129][INFO][bin/2024-11-05_094949/2024-11-05_1025/i00000000_1730810989.175472.csv]
[2024-11-05 10:34:04,324][save_lidar.py:129][INFO][bin/2024-11-05_094949/2024-11-05_1034/i00000000_2024-11-05 09:49:49.169188.csv]
[2024-11-05 10:34:33,707][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0001.bin]
[2024-11-05 10:34:33,718][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0002.bin]
[2024-11-05 10:34:33,729][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0003.bin]
[2024-11-05 10:34:33,739][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0004.bin]
[2024-11-05 10:34:33,750][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0005.bin]
[2024-11-05 10:34:33,761][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0006.bin]
[2024-11-05 10:34:33,771][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0007.bin]
[2024-11-05 10:34:33,782][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0008.bin]
[2024-11-05 10:34:33,793][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0009.bin]
[2024-11-05 10:34:33,804][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0010.bin]
[2024-11-05 10:34:33,814][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0011.bin]
[2024-11-05 10:34:33,825][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0012.bin]
[2024-11-05 10:34:33,836][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0013.bin]
[2024-11-05 10:34:33,847][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0014.bin]
[2024-11-05 10:34:33,858][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0015.bin]
[2024-11-05 10:34:33,869][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0016.bin]
[2024-11-05 10:34:33,880][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0017.bin]
[2024-11-05 10:34:33,891][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0018.bin]
[2024-11-05 10:34:33,902][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0019.bin]
[2024-11-05 10:34:33,913][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0020.bin]
[2024-11-05 10:34:33,923][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0021.bin]
[2024-11-05 10:34:33,934][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0022.bin]
[2024-11-05 10:34:33,945][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0023.bin]
[2024-11-05 10:34:33,955][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0024.bin]
[2024-11-05 10:34:33,966][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0025.bin]
[2024-11-05 10:34:33,977][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0026.bin]
[2024-11-05 10:34:33,988][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0027.bin]
[2024-11-05 10:34:33,998][save_lidar.py:158][INFO][save tobin/2024-11-05_103433/0028.bin]
